Frame,ID,Type,X,Y,Team
435,155,referee,1273,524,-1
435,1,ball,430,518,-1
436,27,referee,1705,976,-1
436,155,referee,1272,524,-1
436,44,referee,895,352,-1
436,1,ball,429,519,-1
437,27,referee,1706,975,-1
437,155,referee,1271,524,-1
437,44,referee,894,353,-1
437,1,ball,428,521,-1
438,27,referee,1707,975,-1
438,155,referee,1271,524,-1
438,44,referee,893,352,-1
438,1,ball,427,523,-1
439,27,referee,1708,976,-1
439,155,referee,1270,524,-1
439,44,referee,891,352,-1
439,1,ball,427,524,-1
440,27,referee,1709,975,-1
440,155,referee,1270,524,-1
440,44,referee,890,352,-1
440,1,ball,426,526,-1
441,27,referee,1712,976,-1
441,155,referee,1271,524,-1
441,44,referee,890,352,-1
441,1,ball,425,527,-1
442,27,referee,1712,975,-1
442,155,referee,1271,524,-1
442,44,referee,891,351,-1
442,1,ball,424,529,-1
443,27,referee,1714,975,-1
443,155,referee,1270,524,-1
443,44,referee,890,352,-1
443,1,ball,423,531,-1
444,27,referee,1715,976,-1
444,155,referee,1270,524,-1
444,44,referee,888,352,-1
444,1,ball,423,532,-1
445,27,referee,1715,976,-1
445,155,referee,1269,524,-1
445,44,referee,888,352,-1
445,1,ball,429,530,-1
446,27,referee,1715,977,-1
446,155,referee,1268,525,-1
446,44,referee,887,351,-1
446,1,ball,436,527,-1
447,27,referee,1715,977,-1
447,155,referee,1267,525,-1
447,44,referee,886,351,-1
447,1,ball,443,525,-1
448,27,referee,1714,979,-1
448,155,referee,1267,525,-1
448,44,referee,885,352,-1
448,1,ball,447,523,-1
449,27,referee,1714,978,-1
449,155,referee,1266,523,-1
449,44,referee,884,352,-1
449,1,ball,450,521,-1
450,27,referee,1714,979,-1
450,155,referee,1266,524,-1
450,44,referee,883,351,-1
450,1,ball,454,520,-1
451,27,referee,1714,979,-1
451,155,referee,1265,525,-1
451,44,referee,883,351,-1
451,1,ball,457,518,-1
452,27,referee,1714,979,-1
452,155,referee,1264,525,-1
452,44,referee,883,351,-1
452,1,ball,461,517,-1
453,27,referee,1714,979,-1
453,44,referee,882,350,-1
453,155,referee,1263,524,-1
453,1,ball,465,516,-1
454,27,referee,1713,980,-1
454,44,referee,880,351,-1
454,155,referee,1261,523,-1
454,1,ball,469,514,-1
455,27,referee,1713,980,-1
455,44,referee,878,351,-1
455,1,ball,473,513,-1
456,27,referee,1713,979,-1
456,44,referee,878,351,-1
456,155,referee,1258,522,-1
456,1,ball,477,512,-1
457,27,referee,1713,979,-1
457,44,referee,878,351,-1
457,155,referee,1257,521,-1
457,1,ball,481,511,-1
458,27,referee,1713,978,-1
458,44,referee,878,350,-1
458,155,referee,1257,522,-1
458,1,ball,485,509,-1
459,27,referee,1713,978,-1
459,44,referee,878,350,-1
459,1,ball,489,508,-1
460,12,player,566,496,1
460,27,referee,1712,979,-1
460,44,referee,878,350,-1
460,1,ball,492,507,-1
461,12,player,561,496,1
461,27,referee,1712,979,-1
461,44,referee,878,350,-1
461,1,ball,496,505,-1
462,12,player,558,497,1
462,27,referee,1712,979,-1
462,44,referee,877,350,-1
462,1,ball,499,505,-1
463,12,player,554,496,1
463,27,referee,1711,979,-1
463,44,referee,877,350,-1
463,1,ball,501,504,-1
464,12,player,550,496,1
464,27,referee,1711,980,-1
464,44,referee,876,350,-1
464,1,ball,504,503,-1
465,12,player,546,498,1
465,27,referee,1711,979,-1
465,44,referee,876,350,-1
465,1,ball,507,502,-1
466,12,player,542,500,1
466,27,referee,1710,979,-1
466,44,referee,876,350,-1
466,1,ball,509,501,-1
467,12,player,539,499,1
467,27,referee,1709,978,-1
467,44,referee,875,351,-1
467,1,ball,512,501,-1
468,12,player,532,499,1
468,27,referee,1709,979,-1
468,44,referee,874,351,-1
468,1,ball,508,502,-1
469,12,player,528,501,1
469,27,referee,1709,979,-1
469,44,referee,873,351,-1
469,155,referee,1245,530,-1
469,1,ball,504,502,-1
470,12,player,524,503,1
470,27,referee,1709,979,-1
470,155,referee,1243,529,-1
470,44,referee,873,351,-1
470,1,ball,500,503,-1
471,12,player,523,504,1
471,27,referee,1708,979,-1
471,155,referee,1243,530,-1
471,44,referee,873,350,-1
471,1,ball,496,504,-1
472,12,player,522,503,1
472,27,referee,1709,980,-1
472,155,referee,1241,530,-1
472,44,referee,873,351,-1
472,1,ball,493,505,-1
473,12,player,518,502,1
473,27,referee,1709,980,-1
473,155,referee,1239,530,-1
473,44,referee,872,351,-1
473,1,ball,489,506,-1
474,12,player,515,503,1
474,27,referee,1709,981,-1
474,155,referee,1237,529,-1
474,44,referee,871,351,-1
474,1,ball,484,510,-1
475,12,player,511,501,1
475,27,referee,1710,982,-1
475,155,referee,1236,529,-1
475,44,referee,871,351,-1
475,1,ball,479,514,-1
476,12,player,507,503,1
476,27,referee,1711,982,-1
476,155,referee,1235,530,-1
476,44,referee,871,351,-1
476,1,ball,474,518,-1
477,12,player,505,503,1
477,27,referee,1712,982,-1
477,155,referee,1234,530,-1
477,44,referee,871,351,-1
477,1,ball,469,522,-1
478,12,player,504,502,1
478,27,referee,1713,982,-1
478,155,referee,1233,530,-1
478,44,referee,871,351,-1
478,1,ball,464,525,-1
479,12,player,502,501,1
479,27,referee,1713,981,-1
479,155,referee,1232,531,-1
479,44,referee,871,350,-1
479,1,ball,459,529,-1
480,12,player,499,502,1
480,27,referee,1714,983,-1
480,155,referee,1231,531,-1
480,44,referee,871,351,-1
480,1,ball,453,532,-1
481,12,player,497,502,1
481,27,referee,1715,984,-1
481,155,referee,1230,531,-1
481,44,referee,871,351,-1
481,1,ball,448,535,-1
482,12,player,493,502,1
482,27,referee,1716,984,-1
482,155,referee,1229,531,-1
482,44,referee,871,351,-1
482,1,ball,442,538,-1
483,12,player,489,502,1
483,27,referee,1716,985,-1
483,155,referee,1227,532,-1
483,44,referee,870,350,-1
483,1,ball,437,542,-1
484,12,player,484,503,1
484,27,referee,1716,985,-1
484,155,referee,1226,532,-1
484,44,referee,869,350,-1
484,1,ball,431,545,-1
485,12,player,482,503,1
485,27,referee,1717,985,-1
485,155,referee,1226,533,-1
485,44,referee,869,350,-1
485,1,ball,426,548,-1
486,27,referee,1717,985,-1
486,155,referee,1225,534,-1
486,15,referee,1171,463,-1
486,44,referee,869,350,-1
486,1,ball,423,551,-1
487,27,referee,1720,984,-1
487,155,referee,1223,534,-1
487,44,referee,868,350,-1
487,1,ball,418,555,-1
488,27,referee,1720,983,-1
488,155,referee,1222,534,-1
488,44,referee,868,351,-1
488,1,ball,412,559,-1
489,27,referee,1722,983,-1
489,44,referee,868,350,-1
489,155,referee,1221,534,-1
489,1,ball,409,564,-1
490,27,referee,1723,983,-1
490,155,referee,1219,535,-1
490,44,referee,868,350,-1
490,1,ball,405,568,-1
491,27,referee,1724,982,-1
491,155,referee,1218,535,-1
491,44,referee,867,350,-1
491,1,ball,400,570,-1
492,157,player,317,588,2
492,27,referee,1726,982,-1
492,155,referee,1216,535,-1
492,44,referee,867,350,-1
492,1,ball,396,572,-1
493,157,player,318,591,2
493,27,referee,1726,982,-1
493,155,referee,1215,535,-1
493,44,referee,867,350,-1
493,1,ball,392,574,-1
494,157,player,318,594,2
494,27,referee,1727,983,-1
494,155,referee,1214,536,-1
494,44,referee,867,350,-1
494,1,ball,389,577,-1
495,157,player,318,594,2
495,27,referee,1727,984,-1
495,155,referee,1214,535,-1
495,1,ball,385,580,-1
496,157,player,318,597,2
496,27,referee,1727,985,-1
496,155,referee,1213,535,-1
496,1,ball,382,583,-1
497,157,player,318,597,2
497,27,referee,1727,984,-1
497,155,referee,1212,535,-1
497,1,ball,378,586,-1
498,157,player,317,597,2
498,27,referee,1727,984,-1
498,155,referee,1210,535,-1
498,1,ball,374,589,-1
499,157,player,317,596,2
499,27,referee,1728,984,-1
499,155,referee,1209,535,-1
499,1,ball,371,591,-1
500,157,player,317,595,2
500,27,referee,1727,984,-1
500,155,referee,1208,535,-1
500,1,ball,367,594,-1
501,157,player,317,600,2
501,27,referee,1727,983,-1
501,155,referee,1207,536,-1
501,1,ball,364,597,-1
502,157,player,317,603,2
502,27,referee,1728,981,-1
502,155,referee,1206,535,-1
502,1,ball,361,599,-1
503,157,player,316,604,2
503,27,referee,1728,980,-1
503,155,referee,1205,536,-1
503,1,ball,357,601,-1
504,157,player,317,607,2
504,27,referee,1730,981,-1
504,155,referee,1205,536,-1
504,1,ball,354,603,-1
505,157,player,317,607,2
505,27,referee,1730,981,-1
505,155,referee,1203,537,-1
505,1,ball,352,606,-1
506,157,player,316,606,2
506,27,referee,1731,981,-1
506,155,referee,1202,538,-1
506,15,referee,1144,469,-1
506,1,ball,350,608,-1
507,157,player,316,607,2
507,27,referee,1731,981,-1
507,155,referee,1202,538,-1
507,1,ball,347,610,-1
508,157,player,315,611,2
508,27,referee,1732,979,-1
508,155,referee,1201,539,-1
508,1,ball,344,612,-1
509,157,player,316,614,2
509,27,referee,1735,978,-1
509,15,referee,1142,471,-1
509,1,ball,341,614,-1
510,157,player,315,615,2
510,27,referee,1735,977,-1
510,1,ball,338,617,-1
511,157,player,315,618,2
511,27,referee,1736,973,-1
511,1,ball,335,619,-1
512,157,player,315,619,2
512,27,referee,1737,972,-1
512,1,ball,332,621,-1
513,157,player,315,618,2
513,27,referee,1738,973,-1
513,155,referee,1197,541,-1
513,1,ball,329,623,-1
514,157,player,315,618,2
514,27,referee,1738,971,-1
514,155,referee,1196,541,-1
514,1,ball,327,625,-1
515,157,player,314,616,2
515,27,referee,1739,973,-1
515,155,referee,1196,541,-1
515,1,ball,324,628,-1
516,157,player,314,636,2
516,27,referee,1741,973,-1
516,155,referee,1195,542,-1
516,1,ball,321,630,-1
517,157,player,313,638,2
517,27,referee,1741,972,-1
517,155,referee,1194,542,-1
517,1,ball,318,632,-1
518,157,player,312,638,2
518,27,referee,1742,971,-1
518,155,referee,1194,542,-1
518,1,ball,315,634,-1
519,157,player,309,642,2
519,27,referee,1743,970,-1
519,155,referee,1193,543,-1
519,1,ball,312,637,-1
520,157,player,309,643,2
520,27,referee,1743,970,-1
520,155,referee,1192,542,-1
520,15,referee,1143,477,-1
520,1,ball,309,639,-1
521,157,player,308,642,2
521,27,referee,1744,970,-1
521,155,referee,1191,541,-1
521,1,ball,306,641,-1
522,157,player,306,648,2
522,27,referee,1744,971,-1
522,155,referee,1191,542,-1
522,15,referee,1143,477,-1
522,1,ball,303,643,-1
523,157,player,305,641,2
523,27,referee,1745,970,-1
523,155,referee,1190,544,-1
523,15,referee,1143,477,-1
523,1,ball,301,645,-1
524,157,player,304,645,2
524,27,referee,1746,970,-1
524,155,referee,1189,542,-1
524,15,referee,1144,478,-1
524,1,ball,296,646,-1
525,157,player,303,646,2
525,27,referee,1746,971,-1
525,155,referee,1189,542,-1
525,15,referee,1145,479,-1
525,1,ball,324,601,-1
526,12,player,362,517,1
526,155,referee,1187,542,-1
526,27,referee,1746,969,-1
526,44,referee,857,342,-1
526,1,ball,351,556,-1
527,12,player,359,517,1
527,155,referee,1187,543,-1
527,27,referee,1745,970,-1
527,44,referee,856,342,-1
527,181,referee,1145,481,-1
527,1,ball,378,511,-1
528,12,player,356,518,1
528,27,referee,1745,971,-1
528,155,referee,1184,546,-1
528,44,referee,855,341,-1
528,1,ball,406,466,-1
529,12,player,353,518,1
529,27,referee,1744,965,-1
529,155,referee,1183,545,-1
529,44,referee,854,341,-1
529,1,ball,407,466,-1
530,12,player,348,517,1
530,27,referee,1744,963,-1
530,155,referee,1182,545,-1
530,44,referee,853,342,-1
530,1,ball,408,465,-1
531,12,player,348,517,1
531,27,referee,1743,961,-1
531,155,referee,1180,546,-1
531,44,referee,853,342,-1
531,1,ball,409,465,-1
532,12,player,347,516,1
532,155,referee,1178,545,-1
532,27,referee,1740,954,-1
532,44,referee,853,342,-1
532,1,ball,410,464,-1
533,12,player,346,517,1
533,155,referee,1175,545,-1
533,27,referee,1736,954,-1
533,44,referee,853,342,-1
533,1,ball,395,487,-1
534,12,player,345,518,1
534,155,referee,1174,543,-1
534,44,referee,852,341,-1
534,27,referee,1732,951,-1
534,1,ball,381,509,-1
535,12,player,345,518,1
535,155,referee,1173,541,-1
535,44,referee,852,341,-1
535,27,referee,1729,950,-1
535,1,ball,366,532,-1
536,12,player,342,520,1
536,155,referee,1172,539,-1
536,44,referee,852,341,-1
536,27,referee,1725,946,-1
536,1,ball,352,554,-1
537,12,player,339,520,1
537,155,referee,1170,539,-1
537,44,referee,852,341,-1
537,27,referee,1722,928,-1
537,1,ball,337,577,-1
538,155,referee,1170,540,-1
538,44,referee,853,342,-1
538,27,referee,1719,930,-1
538,1,ball,323,599,-1
539,157,player,301,669,2
539,155,referee,1170,541,-1
539,27,referee,1717,932,-1
539,44,referee,853,343,-1
539,1,ball,308,622,-1
540,157,player,302,668,2
540,155,referee,1170,541,-1
540,44,referee,853,343,-1
540,27,referee,1714,928,-1
540,1,ball,294,644,-1
541,157,player,300,670,2
541,155,referee,1170,541,-1
541,44,referee,855,344,-1
541,27,referee,1712,919,-1
541,1,ball,279,667,-1
542,157,player,301,671,2
542,155,referee,1170,541,-1
542,44,referee,856,345,-1
542,27,referee,1710,919,-1
542,15,referee,1155,486,-1
542,1,ball,280,666,-1
543,157,player,302,673,2
543,155,referee,1170,542,-1
543,27,referee,1707,919,-1
543,44,referee,856,346,-1
543,1,ball,279,667,-1
544,157,player,303,674,2
544,27,referee,1704,924,-1
544,155,referee,1170,542,-1
544,44,referee,857,347,-1
544,1,ball,279,667,-1
545,157,player,305,673,2
545,155,referee,1170,543,-1
545,27,referee,1702,920,-1
545,44,referee,859,348,-1
545,1,ball,279,667,-1
546,157,player,307,673,2
546,155,referee,1170,542,-1
546,27,referee,1701,922,-1
546,1,ball,279,667,-1
547,157,player,309,674,2
547,27,referee,1700,923,-1
547,155,referee,1170,542,-1
547,1,ball,280,667,-1
548,157,player,309,675,2
548,27,referee,1698,920,-1
548,155,referee,1169,541,-1
548,15,referee,1168,493,-1
548,1,ball,280,667,-1
549,157,player,306,675,2
549,27,referee,1696,920,-1
549,155,referee,1169,541,-1
549,1,ball,280,669,-1
550,157,player,304,676,2
550,155,referee,1169,541,-1
550,27,referee,1693,916,-1
550,1,ball,280,669,-1
551,157,player,304,676,2
551,27,referee,1692,915,-1
551,155,referee,1167,540,-1
551,1,ball,280,669,-1
552,157,player,305,676,2
552,27,referee,1689,913,-1
552,155,referee,1167,540,-1
552,1,ball,283,670,-1
553,157,player,304,675,2
553,27,referee,1688,907,-1
553,155,referee,1167,539,-1
553,1,ball,282,669,-1
554,157,player,303,675,2
554,27,referee,1686,903,-1
554,155,referee,1165,539,-1
554,1,ball,280,669,-1
555,157,player,301,674,2
555,27,referee,1685,902,-1
555,155,referee,1165,538,-1
555,1,ball,280,669,-1
556,157,player,300,674,2
556,27,referee,1686,900,-1
556,155,referee,1165,537,-1
556,1,ball,279,668,-1
557,157,player,297,673,2
557,155,referee,1166,537,-1
557,27,referee,1688,900,-1
557,1,ball,278,669,-1
558,157,player,294,674,2
558,27,referee,1689,900,-1
558,155,referee,1166,537,-1
558,1,ball,277,669,-1
559,157,player,289,675,2
559,155,referee,1166,536,-1
559,27,referee,1691,900,-1
559,1,ball,274,669,-1
560,157,player,281,677,2
560,27,referee,1691,899,-1
560,155,referee,1165,535,-1
560,1,ball,272,669,-1
561,157,player,279,678,2
561,27,referee,1691,898,-1
561,155,referee,1164,536,-1
561,1,ball,269,670,-1
562,157,player,275,679,2
562,27,referee,1692,899,-1
562,155,referee,1164,535,-1
562,186,referee,870,346,-1
562,1,ball,266,670,-1
563,157,player,276,680,2
563,27,referee,1693,899,-1
563,155,referee,1163,534,-1
563,186,referee,871,346,-1
563,1,ball,264,671,-1
564,157,player,274,681,2
564,155,referee,1162,536,-1
564,27,referee,1694,898,-1
564,186,referee,873,345,-1
564,1,ball,261,671,-1
565,157,player,269,680,2
565,155,referee,1161,536,-1
565,27,referee,1695,898,-1
565,186,referee,873,345,-1
565,1,ball,258,672,-1
566,157,player,267,681,2
566,155,referee,1160,536,-1
566,27,referee,1695,899,-1
566,186,referee,873,344,-1
566,1,ball,256,673,-1
567,157,player,265,681,2
567,27,referee,1696,899,-1
567,155,referee,1157,537,-1
567,186,referee,873,344,-1
567,1,ball,253,673,-1
568,157,player,264,681,2
568,27,referee,1696,898,-1
568,155,referee,1154,537,-1
568,186,referee,873,344,-1
568,1,ball,251,674,-1
569,157,player,262,682,2
569,27,referee,1696,898,-1
569,186,referee,873,344,-1
569,155,referee,1150,538,-1
569,1,ball,248,674,-1
570,157,player,259,683,2
570,27,referee,1696,898,-1
570,186,referee,873,344,-1
570,155,referee,1147,538,-1
570,1,ball,245,675,-1
571,157,player,256,682,2
571,155,referee,1147,537,-1
571,27,referee,1696,897,-1
571,186,referee,874,342,-1
571,1,ball,243,675,-1
572,157,player,251,683,2
572,155,referee,1146,536,-1
572,27,referee,1697,898,-1
572,186,referee,874,343,-1
572,1,ball,240,676,-1
573,157,player,249,683,2
573,155,referee,1146,539,-1
573,27,referee,1696,899,-1
573,186,referee,875,343,-1
573,1,ball,238,677,-1
574,157,player,249,685,2
574,155,referee,1145,539,-1
574,27,referee,1696,899,-1
574,186,referee,876,342,-1
574,1,ball,237,677,-1
575,157,player,244,684,2
575,155,referee,1144,540,-1
575,27,referee,1697,897,-1
575,186,referee,876,343,-1
575,1,ball,234,674,-1
576,157,player,242,684,2
576,155,referee,1143,541,-1
576,27,referee,1696,895,-1
576,186,referee,876,342,-1
576,1,ball,232,672,-1
577,157,player,240,683,2
577,155,referee,1141,541,-1
577,27,referee,1694,893,-1
577,186,referee,876,342,-1
577,1,ball,230,669,-1
578,157,player,235,682,2
578,155,referee,1138,541,-1
578,27,referee,1693,893,-1
578,186,referee,877,341,-1
578,1,ball,228,666,-1
579,157,player,233,682,2
579,155,referee,1134,542,-1
579,27,referee,1693,880,-1
579,186,referee,879,341,-1
579,1,ball,225,663,-1
580,106,player,261,654,2
580,155,referee,1133,542,-1
580,27,referee,1694,878,-1
580,186,referee,881,341,-1
580,1,ball,223,660,-1
581,157,player,231,677,2
581,155,referee,1134,542,-1
581,27,referee,1696,876,-1
581,186,referee,884,341,-1
581,1,ball,221,658,-1
582,157,player,237,679,2
582,155,referee,1136,543,-1
582,27,referee,1698,877,-1
582,186,referee,885,341,-1
582,1,ball,219,655,-1
583,157,player,238,678,2
583,155,referee,1137,544,-1
583,27,referee,1701,887,-1
583,186,referee,890,341,-1
583,1,ball,216,652,-1
584,106,player,257,666,2
584,155,referee,1137,545,-1
584,27,referee,1703,877,-1
584,186,referee,894,341,-1
584,1,ball,214,649,-1
585,106,player,260,662,2
585,155,referee,1137,547,-1
585,186,referee,896,340,-1
585,27,referee,1704,893,-1
585,1,ball,212,646,-1
586,106,player,257,661,2
586,155,referee,1136,546,-1
586,27,referee,1706,896,-1
586,186,referee,898,340,-1
586,1,ball,209,644,-1
587,193,player,247,672,2
587,27,referee,1707,897,-1
587,155,referee,1133,546,-1
587,186,referee,901,339,-1
587,1,ball,209,637,-1
588,157,player,234,671,2
588,27,referee,1709,899,-1
588,155,referee,1133,546,-1
588,186,referee,905,342,-1
588,1,ball,208,630,-1
589,157,player,239,675,2
589,155,referee,1134,546,-1
589,27,referee,1712,898,-1
589,186,referee,907,342,-1
589,1,ball,208,625,-1
590,157,player,237,674,2
590,27,referee,1711,901,-1
590,155,referee,1136,547,-1
590,1,ball,209,622,-1
591,157,player,236,673,2
591,27,referee,1715,901,-1
591,155,referee,1136,549,-1
591,1,ball,210,619,-1
592,157,player,238,668,2
592,155,referee,1136,549,-1
592,27,referee,1717,902,-1
592,186,referee,919,343,-1
592,1,ball,211,615,-1
593,157,player,238,664,2
593,155,referee,1137,551,-1
593,27,referee,1719,902,-1
593,186,referee,922,343,-1
593,1,ball,213,611,-1
594,157,player,243,663,2
594,27,referee,1721,904,-1
594,155,referee,1138,552,-1
594,186,referee,926,341,-1
594,1,ball,214,608,-1
595,157,player,244,666,2
595,27,referee,1723,905,-1
595,155,referee,1138,552,-1
595,186,referee,931,342,-1
595,1,ball,215,604,-1
596,27,referee,1727,904,-1
596,155,referee,1137,552,-1
596,186,referee,935,341,-1
596,1,ball,217,601,-1
597,27,referee,1730,904,-1
597,155,referee,1134,552,-1
597,186,referee,936,340,-1
597,1,ball,218,597,-1
598,12,player,251,527,1
598,27,referee,1731,906,-1
598,155,referee,1133,552,-1
598,186,referee,939,341,-1
598,1,ball,219,593,-1
599,12,player,251,527,1
599,27,referee,1732,905,-1
599,155,referee,1133,552,-1
599,186,referee,941,341,-1
599,1,ball,221,590,-1
600,12,player,250,526,1
600,27,referee,1733,906,-1
600,155,referee,1133,553,-1
600,186,referee,941,341,-1
600,1,ball,222,586,-1
601,12,player,248,526,1
601,27,referee,1736,907,-1
601,155,referee,1130,553,-1
601,186,referee,943,341,-1
601,1,ball,223,583,-1
602,12,player,245,527,1
602,155,referee,1126,552,-1
602,27,referee,1736,907,-1
602,186,referee,943,340,-1
602,1,ball,224,579,-1
603,12,player,243,528,1
603,155,referee,1124,553,-1
603,27,referee,1737,906,-1
603,186,referee,943,340,-1
603,1,ball,224,575,-1
604,12,player,241,529,1
604,155,referee,1122,553,-1
604,27,referee,1736,906,-1
604,186,referee,944,339,-1
604,1,ball,224,575,-1
605,12,player,238,530,1
605,27,referee,1735,905,-1
605,155,referee,1114,553,-1
605,186,referee,945,339,-1
605,1,ball,223,571,-1
606,12,player,236,529,1
606,27,referee,1733,904,-1
606,155,referee,1114,553,-1
606,186,referee,945,338,-1
606,1,ball,223,570,-1
607,12,player,233,529,1
607,27,referee,1731,905,-1
607,155,referee,1109,555,-1
607,186,referee,945,339,-1
607,1,ball,221,567,-1
608,12,player,229,531,1
608,27,referee,1728,906,-1
608,155,referee,1107,557,-1
608,186,referee,945,339,-1
608,1,ball,221,565,-1
609,12,player,228,534,1
609,27,referee,1727,907,-1
609,155,referee,1105,555,-1
609,186,referee,945,339,-1
609,1,ball,221,564,-1
610,12,player,227,534,1
610,27,referee,1726,908,-1
610,155,referee,1103,554,-1
610,186,referee,945,340,-1
610,1,ball,221,562,-1
611,12,player,227,535,1
611,155,referee,1100,554,-1
611,27,referee,1726,907,-1
611,186,referee,946,339,-1
611,1,ball,249,563,-1
612,12,player,227,537,1
612,155,referee,1097,554,-1
612,27,referee,1726,907,-1
612,186,referee,948,339,-1
612,1,ball,277,563,-1
613,155,referee,1096,555,-1
613,27,referee,1726,907,-1
613,186,referee,946,338,-1
613,1,ball,305,563,-1
614,155,referee,1094,554,-1
614,27,referee,1725,906,-1
614,186,referee,946,339,-1
614,1,ball,334,564,-1
615,105,player,404,518,2
615,155,referee,1089,554,-1
615,27,referee,1724,906,-1
615,186,referee,947,338,-1
615,1,ball,362,564,-1
616,105,player,399,520,2
616,155,referee,1085,554,-1
616,27,referee,1724,906,-1
616,186,referee,947,338,-1
616,1,ball,390,565,-1
617,105,player,390,519,2
617,155,referee,1079,555,-1
617,27,referee,1725,905,-1
617,186,referee,945,339,-1
617,1,ball,419,565,-1
618,155,referee,1075,554,-1
618,27,referee,1723,904,-1
618,186,referee,945,339,-1
618,1,ball,447,565,-1
619,155,referee,1072,554,-1
619,27,referee,1721,904,-1
619,186,referee,945,340,-1
619,1,ball,475,566,-1
620,155,referee,1071,555,-1
620,27,referee,1718,903,-1
620,186,referee,946,339,-1
620,1,ball,503,566,-1
621,155,referee,1066,554,-1
621,27,referee,1717,903,-1
621,186,referee,946,339,-1
621,1,ball,504,566,-1
622,155,referee,1063,554,-1
622,27,referee,1716,902,-1
622,186,referee,946,339,-1
622,1,ball,504,566,-1
623,27,referee,1714,903,-1
623,155,referee,1059,555,-1
623,186,referee,945,339,-1
623,1,ball,504,566,-1
624,27,referee,1714,902,-1
624,155,referee,1056,556,-1
624,186,referee,943,339,-1
624,1,ball,504,566,-1
625,27,referee,1712,903,-1
625,155,referee,1051,555,-1
625,186,referee,941,338,-1
625,1,ball,504,566,-1
626,27,referee,1712,903,-1
626,155,referee,1044,555,-1
626,186,referee,940,338,-1
626,1,ball,503,567,-1
627,27,referee,1712,904,-1
627,155,referee,1039,556,-1
627,186,referee,938,340,-1
627,1,ball,502,568,-1
628,27,referee,1712,903,-1
628,155,referee,1037,555,-1
628,186,referee,936,339,-1
628,1,ball,494,567,-1
629,27,referee,1710,904,-1
629,155,referee,1033,557,-1
629,186,referee,936,339,-1
629,1,ball,486,566,-1
630,155,referee,1029,556,-1
630,27,referee,1710,904,-1
630,186,referee,935,339,-1
630,1,ball,478,566,-1
631,155,referee,1025,557,-1
631,27,referee,1710,903,-1
631,186,referee,935,338,-1
631,1,ball,469,565,-1
632,155,referee,1022,558,-1
632,27,referee,1709,903,-1
632,186,referee,934,339,-1
632,1,ball,461,564,-1
633,27,referee,1708,903,-1
633,155,referee,1019,558,-1
633,186,referee,934,338,-1
633,1,ball,453,564,-1
634,27,referee,1707,903,-1
634,155,referee,1014,558,-1
634,186,referee,933,338,-1
634,1,ball,445,563,-1
635,27,referee,1706,903,-1
635,186,referee,932,338,-1
635,155,referee,1009,558,-1
635,1,ball,436,562,-1
636,27,referee,1706,903,-1
636,155,referee,1003,559,-1
636,186,referee,931,338,-1
636,1,ball,428,562,-1
637,27,referee,1705,904,-1
637,155,referee,1000,558,-1
637,186,referee,931,338,-1
637,1,ball,420,561,-1
638,155,referee,997,558,-1
638,27,referee,1706,904,-1
638,186,referee,931,338,-1
638,1,ball,412,561,-1
639,155,referee,994,560,-1
639,27,referee,1706,903,-1
639,186,referee,931,338,-1
639,1,ball,403,560,-1
640,155,referee,990,560,-1
640,27,referee,1706,903,-1
640,186,referee,931,338,-1
640,1,ball,395,559,-1
641,27,referee,1706,903,-1
641,155,referee,985,561,-1
641,1,ball,387,559,-1
642,27,referee,1707,903,-1
642,155,referee,982,562,-1
642,1,ball,379,558,-1
643,155,referee,978,561,-1
643,27,referee,1707,903,-1
643,1,ball,370,557,-1
644,27,referee,1707,903,-1
644,155,referee,974,560,-1
644,1,ball,362,557,-1
645,27,referee,1708,903,-1
645,155,referee,969,562,-1
645,186,referee,925,339,-1
645,1,ball,354,556,-1
646,27,referee,1708,903,-1
646,155,referee,966,562,-1
646,186,referee,925,338,-1
646,1,ball,346,556,-1
647,27,referee,1708,903,-1
647,155,referee,963,562,-1
647,186,referee,923,337,-1
647,1,ball,337,555,-1
648,27,referee,1708,903,-1
648,155,referee,960,562,-1
648,186,referee,923,336,-1
648,1,ball,329,554,-1
649,27,referee,1708,903,-1
649,155,referee,956,563,-1
649,186,referee,922,336,-1
649,1,ball,321,554,-1
650,27,referee,1709,902,-1
650,155,referee,953,563,-1
650,186,referee,922,335,-1
650,1,ball,313,553,-1
651,27,referee,1709,902,-1
651,155,referee,950,563,-1
651,186,referee,922,335,-1
651,1,ball,304,552,-1
652,27,referee,1710,901,-1
652,155,referee,948,563,-1
652,186,referee,922,336,-1
652,1,ball,296,552,-1
653,105,player,213,575,2
653,27,referee,1711,901,-1
653,155,referee,946,563,-1
653,186,referee,920,336,-1
653,1,ball,288,551,-1
654,105,player,214,575,2
654,27,referee,1712,900,-1
654,155,referee,942,563,-1
654,186,referee,920,335,-1
654,1,ball,280,550,-1
655,105,player,213,577,2
655,27,referee,1713,901,-1
655,155,referee,940,563,-1
655,186,referee,919,335,-1
655,1,ball,271,550,-1
656,105,player,212,576,2
656,27,referee,1714,901,-1
656,155,referee,939,563,-1
656,186,referee,918,334,-1
656,1,ball,263,549,-1
657,105,player,212,576,2
657,27,referee,1715,900,-1
657,155,referee,936,562,-1
657,186,referee,917,334,-1
657,1,ball,255,549,-1
658,105,player,213,573,2
658,27,referee,1715,900,-1
658,155,referee,933,564,-1
658,186,referee,917,335,-1
658,1,ball,278,541,-1
